id;nome;area;esfera;uf;grupo_uc;ano;tipo;agua_solo;carbono_solo;declividade;d_hidrovias;d_mineracao;d_municipios;d_rodovias;elevacao;nitrogenio;precipitacao;temperatura;desmatamento;biomass_Mgha;desm_evit;carb_evit
0000.00.0056;EE DE JUTAÍ-SOLIMÕES;289512,1800;Federal;AM;Proteção Integral;1983;uc;16,93924811339520;529,168948025648;0,1338411777475532;29,657842798545136;199,83340577475039;753,976696085170488;445,974034700270181;71,21960456562410;344,720549298034;239,588750068149;26,1605906107645;0;5,17764207588196e+05;83;1,82816255264282e+06
0000.00.0207;RB DO GURUPI;271465,0800;Federal;MA;Proteção Integral;1961;uc;63,07002643400787;361,693492098003;0,9364214775020978;154,879416934428320;31,69443308921381;119,961176511766723;51,549163964296589;187,93449746586771;259,728907915862;139,262979856679;25,6153173007392;65;2,31103578770161e+05;164;1,64474435954094e+06
0000.00.0233;RESEX LAGO DO CUNIÃ;76409,9900;Federal;RO;Uso Sustentável;2018;uc;23,35588405437625;350,168904442228;0,1888653092195435;14,362673515195093;67,46275475109630;58,500375659329357;24,528306012582391;74,47110449455739;266,460090221436;186,556017758736;25,7204132313949;1;1,28996359201431e+05;59;1,05648873214722e+06
0000.00.0281;PN DO JURUENA;1957013,5200;Federal;AM, MT;Proteção Integral;2006;uc;25,91499444053688;348,496089048000;0,7627824269449347;35,021457517809068;130,84214112837441;484,463438241982487;106,997203867921499;186,65723269099792;244,792557034446;172,924106507839;26,0341018624091;7;4,60424389070320e+06;1374;3,23240470764160e+07
0000.16.0291;RB DO PARAZINHO;276,2400;Estadual;AP;Proteção Integral;1985;uc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0,00000000000000e+00;0;0,00000000000000e+00
0000.16.0292;RDS DO RIO IRATAPURU;873570,7500;Estadual;AP;Uso Sustentável;1997;uc;91,87336379301222;341,803743466535;1,0656197328367820;165,663492691872904;17,40626208728860;184,687356175567714;87,281277970736241;237,27442093759805;276,979410037281;198,442619406668;25,4675335304076;0;2,81295793275452e+06;442;1,41804620574951e+07
0000.16.0293;APA DO RIO CURIAÚ;21872,6200;Estadual;AP;Uso Sustentável;1998;uc;86,60445301840750;316,023533871299;0,1766955554217955;13,460454352164383;24,65178965153306;8,442828868564806;2,604075788025651;14,13534274854158;239,600401882920;189,326649643017;26,9434073690022;5;9,31531973218918e+03;12;2,28543991565704e+04
0000.51.0448;PE SERRA RICARDO FRANCO;157829,3600;Estadual;MT;Proteção Integral;1997;uc;38,83731957012095;317,193508934805;3,2567495563041611;17,136943139025067;45,08614546141474;441,874126688310525;12,254500168558083;452,64488073249129;229,242552103192;132,387833011482;24,5758044533215;91;1,02741831517458e+05;107;7,47174889993668e+05
0000.51.0451;EE DO RIO RONURO;102670,6500;Estadual;MT;Proteção Integral;1998;uc;11,54726261323349;265,984426559582;0,5110007400060592;270,270817318277750;293,34244459502548;338,258319376508950;23,478412834849603;366,91680285395410;178,014117152860;143,687845450680;24,2049731096095;0;1,24482728799820e+05;60;7,32124150085449e+05
0000.51.0455;PE IGARAPÉS DO JURUENA;223815,8400;Estadual;MT;Proteção Integral;2002;uc;24,32254472313440;332,448058657796;0,7953441321691123;49,548126632108819;58,52966128635834;383,892972472323436;67,844591426421715;192,47492271047005;223,819418341803;165,709695537208;25,7223797511627;0;5,04427846893311e+05;159;3,59707582855225e+06
0000.51.0456;PE TUCUMÃ;81009,8100;Estadual;MT;Proteção Integral;2002;uc;12,72137002873599;342,697388266090;0,2510032642230930;225,796304964365191;95,70160085245260;221,715978703296685;14,980817220306159;126,95598339737204;236,817106175601;189,716646893661;25,4272262806310;0;1,98980738899231e+05;45;1,12962778472900e+06
0000.51.0462;PE SERRA SANTA BÁRBARA;120430,8900;Estadual;MT;Proteção Integral;1999;uc;37,39120509725893;338,784445106436;3,4215437880685373;112,016387704017262;124,94421720146836;354,910313546607824;45,822253632386392;642,27544758775218;251,597055977638;128,606526270621;24,1714627024927;36;5,33398328819275e+04;60;2,89493112182617e+05
0000.51.0463;RESEX GUARIBA-ROOSEVELT;137668,4800;Estadual;MT;Uso Sustentável;2007;uc;25,47679214037382;333,230604388897;0,4519668024692398;212,666788658728962;158,70877790010891;234,861048302283649;24,802998206111106;128,80042938232421;244,172901587853;180,612765937218;25,5357984865629;72;2,69142023114204e+05;63;1,35755955781937e+06
0000.51.0470;PE DO XINGU;95327,8500;Estadual;MT;Proteção Integral;2003;uc;45,57491422174860;344,825738224378;0,6154723007970755;254,173839252868191;142,22499780164560;481,177180191152104;35,054917092338314;301,83807949454439;250,258742261408;171,563662726131;25,8117542086718;0;6,75256285781860e+04;39;2,69057720565796e+05
0000.11.0739;FE DE RENDIMENTO SUSTENTADO RIO VERMELHO (C);NA;Estadual;RO;Uso Sustentável;1990;uc;28,65104539053781;368,461058698382;0,2617951216442244;9,342238807678225;19,74497966766357;29,664649636404857;19,495832824707033;100,88089861188617;274,635069928850;178,318879481724;25,8107584817069;2;4,04133993911743e+03;0;0,00000000000000e+00
0000.11.0740;FE DE RENDIMENTO SUSTENTADO DO RIO MACHADO;NA;Estadual;RO;Uso Sustentável;1990;uc;30,62578004558070;329,601545035434;0,1365424783080325;64,799258082902355;29,15455015176008;64,156854438943924;50,211630069074175;97,57333643906782;246,070984055396;188,330731463270;25,4698354841090;1;2,89640536735535e+05;95;2,31992616348267e+06
0000.11.0743;RESEX ANGELIM;8928,8400;Estadual;RO;Uso Sustentável;1995;uc;26,09999601840973;316,976631546020;0,4634067166130990;165,976030921936029;10,67862981855869;169,943118476867681;6,858780427277089;185,55769653320311;231,832107543945;194,141750526428;24,8666575670242;17;1,75327111511230e+04;5;1,07850010681152e+05
0000.11.0744;RESEX MARACATIARA;9511,5600;Estadual;RO;Uso Sustentável;1995;uc;40,02570452635316;339,422896812702;0,7712976832328171;193,284367177678234;23,27727197230547;165,580597274604884;4,847463853057773;160,82583916324307;236,947957707548;184,842500533181;25,0069813344670;0;1,96702836761475e+04;12;2,71781419372559e+05
0000.11.0745;RESEX FREIJÓ;600,6900;Estadual;RO;Uso Sustentável;1995;uc;50,26427841186523;343,227026367187;0,6700176715850830;199,835989379882790;28,58971786499023;146,961868286132812;2,031897473335266;160,37595825195314;240,161291503906;185,175744628906;24,9779815673828;0;8,88850082397461e+02;0;0,00000000000000e+00
0000.11.0746;RESEX PIQUIÁ;1449,7700;Estadual;RO;Uso Sustentável;1995;uc;43,95235347747803;344,445500691732;1,1735810836156209;197,391812642415374;28,38647381464640;143,663992563883454;3,026609460512797;186,43504842122397;247,887185414632;185,561210632324;24,8727191289266;0;2,00137748718262e+03;1;1,88014236450195e+04
0000.11.0747;RESEX MOGNO;2451,6900;Estadual;RO;Uso Sustentável;1995;uc;31,54136896133423;344,160919189453;0,5306652914732695;179,853732299804705;4,09875152111053;173,800729370117182;2,038534346222877;164,12188186645508;231,893521118164;189,584761810303;25,0166620254517;0;4,25787605285645e+03;2;4,64848449707031e+04
0000.11.0748;RESEX DO ITAÚBA;1815,3400;Estadual;RO;Uso Sustentável;1995;uc;42,77335408528646;337,782427978516;0,7634107490380605;198,346154785156244;28,94362564086914;133,059238688151027;3,430001481374105;166,17058512369792;227,918563842773;183,013622029622;24,9264202117920;0;3,28009872436523e+03;0;0,00000000000000e+00
0000.11.0749;RESEX IPÊ;815,4600;Estadual;RO;Uso Sustentável;1995;uc;22,62964026133220;314,841262817383;0,3786910151441892;161,428370157877595;18,74367777506511;172,690915425618499;2,483264029026031;190,73519388834632;218,792009989421;196,055414835612;24,8690427144368;6;1,05184158325195e+03;0;0,00000000000000e+00
0000.11.0750;RESEX JATOBÁ;1253,0300;Estadual;RO;Uso Sustentável;1995;uc;47,46037465875799;338,441891756925;1,1036306213248861;193,476232355291188;24,36783530495384;136,278255115855814;3,845768332481384;181,01101684570312;264,892601706765;184,867485739968;24,8642654418945;0;2,20650462341309e+03;3;6,06202270507813e+04
0000.11.0751;RESEX MASSARANDUBA;5568,4600;Estadual;RO;Uso Sustentável;1995;uc;31,93585040522557;338,926329369638;0,5259574898609928;204,215608783796711;29,56548855351467;152,442352893305753;7,469955133456810;170,39838244868261;227,394317626953;183,234559900620;24,9911540162330;0;1,16441950531006e+04;3;7,60626922607422e+04
0000.11.0752;RESEX SUCUPIRA;3057,9000;Estadual;RO;Uso Sustentável;1995;uc;26,88278671547218;345,713638870804;0,5260878376386784;181,066040039062500;9,29041620537087;170,513873064959483;4,984870561846980;160,17988473397713;233,032046282733;191,195282547562;25,0123263465034;0;5,89293611145020e+03;1;2,21230102539063e+04
0000.11.0753;RESEX CASTANHEIRA;9924,2300;Estadual;RO;Uso Sustentável;1995;uc;34,85420540840395;352,105351601878;0,4916736329154622;188,255659041866153;21,42042742493332;155,798762659872722;7,513629808220812;175,18023271458125;240,895504202894;188,481171146516;24,9029375917168;0;2,03740646514893e+04;4;8,59440536499023e+04
0000.11.0754;RESEX AQUARIQUARA;17922,5700;Estadual;RO;Uso Sustentável;1995;uc;51,15847297861606;321,539244639723;0,9152264648789092;212,364207497125932;42,39938849437086;129,424026440970493;11,531473413675648;191,50135503841352;234,779863285113;179,985721636422;24,7792129999475;0;3,25271278381348e+04;12;2,48581433105469e+05
0000.11.0755;RESEX ROXINHO;963,6400;Estadual;RO;Uso Sustentável;1995;uc;38,72816085815430;349,366664886475;1,0862092450261116;203,817388534545898;29,16918611526489;146,394014358520508;2,592938944697380;157,97885894775391;243,852993011475;184,133264541626;24,9917087554932;0;1,36319514465332e+03;0;0,00000000000000e+00
0000.11.0756;RESEX SERINGUEIRA;556,1900;Estadual;RO;Uso Sustentável;1995;uc;29,49695816040039;349,676525878906;0,2671027034521103;205,416510009765631;27,90659103393555;147,665014648437506;3,372417497634888;135,37420654296875;245,458563232422;184,329846191406;25,0995819091797;0;8,14759262084961e+02;0;0,00000000000000e+00
0000.11.0757;RESEX GARROTE;859,8400;Estadual;RO;Uso Sustentável;1995;uc;24,78327719370524;350,789133707682;0,4106004983186722;204,952008565266965;26,85596338907878;148,728652954101562;5,679508050282796;125,12716674804688;237,842437744141;184,305676778158;25,1918032964071;0;9,99163513183594e+02;0;0,00000000000000e+00
0000.11.0758;"FE DE RENDIMENTO SUSTENTADO DO RIO MADEIRA ""B""";47355,4500;Estadual;RO;Uso Sustentável;1996;uc;21,78314036827583;349,244396721646;0,1068585322060102;17,252863024220321;48,98446241188875;35,385987199230115;15,122312972039888;89,01213199235660;286,335204846931;185,930401921788;25,7147374215064;16;7,97412397880554e+04;44;7,18283740615845e+05
0000.11.0759;FE DE RENDIMENTO SUSTENTADO MUTUM;11220,7500;Estadual;RO;Uso Sustentável;1996;uc;28,66767593599715;320,879506812905;0,4004060614080924;149,800840557746170;18,49297650355213;173,292792122319071;6,224071504934779;164,06580309597950;240,963998038814;196,594166449781;25,0191544586757;19;9,55908454513550e+03;6;5,81558357238770e+04
0000.11.0760;FE DE RENDIMENTO SUSTENTADO TUCANO;724,6300;Estadual;RO;Uso Sustentável;1996;uc;29,52500247955322;316,118820190430;0,3886108063161373;143,426422119140653;21,69971036911011;172,156627655029297;5,385016798973083;146,62566757202148;229,199447631836;194,979370117188;25,0874733924866;4;6,71025283813477e+02;1;1,79777481079102e+04
0000.11.0761;FE DE RENDIMENTO SUSTENTADO GAVIÃO;455,7900;Estadual;RO;Uso Sustentável;1996;uc;20,74617433547974;297,414718627930;0,4168130829930305;146,126258850097656;30,17014265060425;158,323657989501953;6,208160102367401;143,50584030151367;224,080902099609;197,788406372070;25,1158213615417;1;4,78836647033691e+02;0;0,00000000000000e+00
0000.11.0763;FE DE RENDIMENTO SUSTENTADO CEDRO;2568,0800;Estadual;RO;Uso Sustentável;1996;uc;27,23784305738366;342,022207508916;0,4100481289560381;182,542687457540751;5,00885104096454;171,104201607082217;2,331571620443593;162,50792859948200;233,351642111073;190,318813821544;25,0278575731360;0;4,72573791503906e+03;1;2,16496475219727e+04
0000.11.0764;EE SAMUEL;68991,9700;Estadual;RO;Proteção Integral;1997;uc;27,94914821753276;316,469023209436;0,1329179090001316;65,602262353824074;17,56388805252122;92,822731508777835;25,305317682292525;107,54621171002002;224,968199188092;194,917906943726;25,2727238712048;15;1,42829929771423e+05;61;1,34626420021057e+06
0000.11.0767;RB RIO OURO PRETO;59136,7100;Estadual;RO;Proteção Integral;1990;uc;92,07373427073161;365,121757761637;1,1145163889089600;77,475698947906494;102,92469304402670;185,917068837483725;63,489963843027752;210,36609375000000;249,087357610067;144,371489257812;26,0614364178975;0;1,28169651794434e+05;46;9,85498851013184e+05
0000.11.0768;EE SERRA DOS TRÊS IRMÃOS;88959,2000;Estadual;RO;Proteção Integral;1990;uc;53,31218835581904;365,474095679446;0,4899730682570317;20,526154064680288;40,75584327736028;47,311641318875147;32,599911040154055;132,83572784049588;265,335114563056;161,544213914818;25,9375054030913;0;1,95129157966614e+05;59;1,30382287673950e+06
0000.11.0770;RB TRAÇADAL;24149,3900;Estadual;RO;Proteção Integral;1990;uc;66,26474368137869;356,740019145765;0,2132875725376205;42,710877700373231;149,54954355834468;233,023190270551311;90,207011018204781;159,75251973881896;242,590855833973;139,845000726491;26,4893009093126;0;4,42180301485062e+04;14;2,69333661651611e+05
0000.11.0771;RESEX CURRALINHO;1756,6500;Estadual;RO;Uso Sustentável;1995;uc;45,60139950838956;315,851004860618;0,1344090002504262;3,358039975166321;230,27529352361503;311,426316694779814;3,885358691215515;138,77778348055753;225,898491599343;126,769951560281;26,2691287994385;0;9,63141738891602e+02;1;8,76231460571289e+03
0000.11.0772;RESEX RIO PACAÁS NOVOS;346242,9600;Estadual;RO;Uso Sustentável;1995;uc;89,15338608184307;346,839258765151;0,3086296867938292;78,661638289496551;116,62413202770811;219,815505008121477;82,596504255569897;176,75153795070580;240,660324712544;139,388916967415;26,1694703851754;1;7,20250209774017e+05;244;5,01390485153198e+06
0000.11.0773;RESEX PEDRAS NEGRAS;124281,4800;Estadual;RO;Uso Sustentável;1995;uc;39,73306244506644;301,925304307145;0,0861462909805337;13,364063120533896;117,25024905072652;230,965397890028498;72,839350808477519;149,01007587423251;199,214169480638;128,134687034549;25,6052919431057;0;5,85012018458843e+04;96;3,90503381299973e+05
0000.11.0774;PE SERRA DOS REIS;36438,5700;Estadual;RO;Proteção Integral;1997;uc;65,11237326535311;304,918236038902;0,4061339835964397;20,971374414183877;187,80731157823041;265,583185846155345;17,760829413479026;187,43963488665497;221,568407232111;127,117134722796;25,8143098950386;0;6,22196797828674e+04;28;4,77980440521240e+05
0000.11.0775;RESEX RIO CAUTÁRIO;148692,9600;Estadual;RO;Uso Sustentável;1995;uc;55,73709862088197;325,065334079410;0,3196803282790086;37,646641999163080;183,63761345780136;295,753878579363743;28,158883416092635;168,31268986439545;229,792787283059;130,170381543460;26,1280740661109;26;2,51181065601349e+05;120;1,92053955898285e+06
0000.11.0776;RESEX JACI-PARANÁ;197091,1700;Estadual;RO;Uso Sustentável;2011;uc;47,46853435353865;358,403325078937;0,3996089157737172;69,859190577183966;81,14947582887105;62,460504698704995;41,571270956712610;139,38913420392825;252,146689633569;162,284960663585;25,8355447022475;1060;2,85235637435913e+05;168;2,46036452698708e+06
0000.11.0777;RESEX RIO PRETO-JACUNDÁ;101351,7300;Estadual;RO;Uso Sustentável;1996;uc;24,80852423678409;310,940692248645;0,2539310375297511;127,710478850432480;25,06253606015379;128,061414571615074;16,092322145138418;111,57860316600170;239,637197454412;192,866142799904;25,2665323347181;110;2,21611666343689e+05;54;1,20936406250000e+06
0000.11.0778;FE DE RENDIMENTO SUSTENTADO PERIQUITO;1153,0700;Estadual;RO;Uso Sustentável;1996;uc;22,34419790903727;304,649378458659;0,7030930419762930;143,234448750813812;27,79419390360514;162,080973307291686;3,653871496518453;143,64475758870444;229,817306518555;199,168947855632;25,1691153844198;0;3,28333938598633e+02;0;0,00000000000000e+00
0000.16.0886;APA DA FAZENDINHA;148,5200;Estadual;AP;Uso Sustentável;2004;uc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0,00000000000000e+00;0;0,00000000000000e+00
0000.12.0939;PE CHANDLESS;693464,2400;Estadual;AC;Proteção Integral;2004;uc;22,56314287197218;309,441924987958;0,3497310719728918;193,240114680788992;493,29444702861485;276,627941670182054;127,838076782661361;264,62294448741670;259,014474205999;157,967036750382;24,7178344712975;0;1,41519892779541e+06;418;8,45717477111816e+06
0000.12.0940;APA IGARAPÉ SÃO FRANCISCO;30019,2600;Estadual;AC;Uso Sustentável;2005;uc;51,56576285328899;391,641738144668;0,2704918276342739;21,300247465813911;299,72684569458863;19,073673475038756;4,635501627321844;192,29682122077145;319,731079101562;140,040003476443;25,0235222302950;13;1,76873187441826e+04;32;2,06667137098312e+05
0000.12.0941;APA LAGO DO AMAPÁ;5176,6900;Estadual;AC;Uso Sustentável;2005;uc;47,25817871093750;422,236594645182;0,2549108399699131;1,591704646746318;285,31510416666669;6,883206489351060;3,490285689300961;143,92050815158422;319,180532497830;135,004089016385;25,3781730651855;3;2,70288553047180e+03;7;4,53724720001221e+04
0000.13.0981;RDS AMANÃ;2303458,2400;Estadual;AM;Uso Sustentável;1998;uc;30,83841681016739;414,387706041484;0,1106383401206037;79,134006179786468;319,27772933625272;488,475719785576018;361,306656432568900;60,23276663034024;303,478734507526;246,588228322422;26,4613558186825;0;4,57432382892609e+06;810;1,77805361667633e+07
0000.13.0982;RDS ARIPUANÃ;218093,2800;Estadual;AM;Uso Sustentável;2005;uc;19,60514104568538;346,822973490089;0,4499453063960307;140,571520714845093;146,21787258814584;345,373295255343578;92,346809493899599;119,48436069269891;233,689846985059;172,632894754738;25,9936848150268;0;5,70065057769775e+05;117;3,03940282897949e+06
0000.13.0983;RDS BARARATI;110808,0000;Estadual;AM;Uso Sustentável;2005;uc;21,87509223708400;364,889846293131;0,5366174139341132;8,337356422400033;159,84924906977901;507,205931741220013;127,592677441349736;147,27533854025381;247,005964674773;179,953397100943;26,2335954789762;0;2,73120385177612e+05;70;1,77092087249756e+06
0000.13.0984;RDS CANUMÃ;22757,9300;Estadual;AM;Uso Sustentável;2005;uc;24,80733643694127;369,867963101002;0,2027926231348055;21,160908577289987;21,89204405216461;143,309502053768085;54,490320956453367;29,59295984024697;252,725693966480;186,922005430181;27,0415013800276;1;2,93257222251892e+04;7;1,54900776672363e+05
0000.13.0985;RDS CUJUBIM;2421908,8500;Estadual;AM;Uso Sustentável;2003;uc;5,80900529367448;527,859692562615;0,2682712404328010;87,012318433763710;137,17085716936865;543,583684595810951;365,796692869403500;144,83475563033329;295,388565141216;223,211221584685;25,8808244092143;0;6,83260085231781e+06;1175;3,33141353309631e+07
0000.13.0986;RDS MAMIRAUÁ;1319930,3700;Estadual;AM;Uso Sustentável;1990;uc;32,78073770701711;466,833108929228;0,1105779255927092;17,664088267428067;188,19850685845665;673,117846551181742;352,550961856744834;50,35974813645043;358,900616290366;260,029503119162;26,5788726876758;0;1,23340067723846e+06;94;9,69264736175537e+05
0000.13.0987;RDS PIAGAÇU PURUS;800896,3800;Estadual;AM;Uso Sustentável;2003;uc;16,88313386438497;473,437833705956;0,1535531583084406;20,608384856063097;337,27000284800340;325,450503107003954;101,811711646515207;43,95958981474804;277,868300536927;207,310510844201;26,7123054000137;1;1,13727833465195e+06;333;6,80762920227051e+06
0000.13.0988;RDS RIO AMAPÁ;214313,4700;Estadual;AM;Uso Sustentável;2005;uc;21,83837335062005;459,053193161131;0,1305034218258287;45,999278428888474;336,54386232286458;323,777587237386911;28,458814112737379;62,24236223053078;261,309465645301;191,382194849212;26,8994577877352;0;5,09851438991547e+05;159;3,81859965896606e+06
0000.13.0989;RDS UACARÍ;620295,9400;Estadual;AM;Uso Sustentável;2005;uc;8,17998814732256;606,851181290783;0,1695679818065195;19,371182063948588;235,20392770892093;475,984607308930094;351,215671290810690;119,92372393248468;298,360164119418;217,015983732032;25,9493040647274;0;1,64584753930664e+06;383;1,07704223770142e+07
0000.13.0990;RDS DO UATUMÃ;423455,2800;Estadual;AM;Uso Sustentável;2004;uc;28,19859195362533;344,059610078082;0,5221560166134911;89,989226386411985;71,74744587377950;134,563535916390833;51,947143050046805;59,72985559928721;237,124373596008;180,022249933468;26,8282930299481;2;7,89172324655533e+05;237;5,21546655464172e+06
0000.13.0991;RESEX CATUÁ-IPIXUNA;212321,5600;Estadual;AM;Uso Sustentável;2003;uc;26,78790880839030;471,728002944870;0,1641443273050257;27,321902451734637;429,94523186375255;494,740746675557773;305,229746895405810;72,21336928884782;236,189144715266;184,271345011393;26,5535214409899;1;4,64573700084686e+05;164;3,79454842453003e+06
0000.13.0992;RESEX DO GUARIBA;148079,0500;Estadual;AM;Uso Sustentável;2005;uc;17,22326939671700;353,282031859141;0,3764462182538366;215,735116700186921;190,00188203497743;290,848213493311846;62,441573146156969;125,70115366631283;234,263321810342;185,124939257312;25,7388939993002;8;3,96760581117630e+05;80;2,08118234405518e+06
0000.13.0993;APA DE PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA;408553,1800;Estadual;AM;Uso Sustentável;1990;uc;40,19210097995506;379,968431069702;0,6048745150697019;128,630410023433711;35,69544732647085;129,985180933527090;10,992240764513202;113,90757560628064;267,452025103435;201,340967690470;26,4201864792388;29;8,57453606838226e+05;213;4,96226808853149e+06
0000.13.0994;APA MARGEM DIREITA DO RIO NEGRO- SETOR PADUARI-SOLIMÕES;461731,6600;Estadual;AM;Uso Sustentável;1995;uc;32,36840190818454;369,670048167957;0,2404081803292652;21,855791753486031;94,26172501509096;110,220865977988282;23,670102266847021;59,24877209159925;240,182949189495;202,196381470803;26,5139259564346;65;8,87815790395737e+05;313;6,40197968235016e+06
0000.13.0995;APA MARGEM ESQUERDA DO RIO NEGRO-SETOR TARUMÃ AÇU-TARUMÃ MIRIMA;55935,9900;Estadual;AM;Uso Sustentável;2001;uc;34,92894545311071;357,684010583563;0,5225445610317258;26,547935408818962;29,15463062985623;18,143143274823032;14,851394469854837;69,89135455565963;232,945351685456;192,133697731309;26,5363645120887;4;1,10556441715240e+05;45;9,36413216400146e+05
0000.13.0996;APA MARGEM ESQUERDA DO RIO NEGRO-SETOR ATURIÁ-APUAUZINHO;568319,4100;Estadual;AM;Uso Sustentável;1995;uc;39,19226947074664;377,935032077756;0,3882493056406266;54,010755323453317;51,84381161230785;101,469186010553102;44,975431026982129;79,73221704303702;241,060864827818;203,141255364981;26,4397793269638;3;1,33334290665436e+06;415;1,00627288429260e+07
0000.13.0997;APA NHAMUNDÁ;201595,4900;Estadual;AM;Uso Sustentável;1990;uc;43,21005864053402;367,261573589973;0,1206709648719725;14,034247465965883;44,24304490359325;28,548254063444318;125,795903360618738;10,33292335249343;308,362017649525;195,374900155697;27,2529918202814;3;3,01054403953552e+04;10;4,21099809646606e+04
0000.13.0998;FE APUÍ;182735,3700;Estadual;AM;Uso Sustentável;2005;uc;23,47444072583203;347,608946427767;0,7952989884309947;38,890973507078932;156,94121770899696;467,631927965025000;124,526797155453920;169,16045766429329;240,002207293531;173,987110931986;26,0877908984991;0;4,59479414470673e+05;104;2,55125307235718e+06
0000.13.0999;FE ARIPUANÃ;328742,1200;Estadual;AM;Uso Sustentável;2005;uc;18,65512643421815;349,425244249779;0,3504559155943597;166,748120917648578;167,02696850658708;319,002086228940584;77,032181194322476;132,56261681046465;234,482378804737;176,746338131673;25,8244540542853;0;8,90094748016357e+05;194;5,11239945678711e+06
0000.13.1000;FE MANICORÉ;83364,5000;Estadual;AM;Uso Sustentável;2005;uc;12,11029872938593;346,650352734999;0,2920254222869129;241,820030203541251;135,57535755897371;245,101588055370314;41,199475395831776;126,03622276137791;232,361865089053;191,595682124228;25,5751319845379;1;2,20883577941895e+05;48;1,23838720703125e+06
0000.13.1001;FE SUCUNDURI;481064,9100;Estadual;AM;Uso Sustentável;2005;uc;22,32458167235836;342,531774888631;0,6561251050249363;102,710626240649262;119,54257095795052;379,044757132436700;104,169781363088319;177,82475576525420;230,343579566557;169,292520295561;25,8266132754438;0;1,25027729831696e+06;323;8,23283854522705e+06
0000.13.1002;FE RIO URUBU;27050,7800;Estadual;AM;Uso Sustentável;2003;uc;47,98008846869836;376,155463468111;0,5473258909411155;93,823272411639877;38,88078665366539;81,310620938814608;23,523583833987896;92,91002277961144;251,820206862230;199,943065995436;26,4729020705590;0;7,00668900909424e+04;7;1,89102555847168e+05
0000.13.1003;FE MAÚES;449852,4900;Estadual;AM;Uso Sustentável;2003;uc;34,24866498478984;365,316056565264;0,3322831569478521;108,118824856002036;91,09403163698084;204,083372517495405;115,192732005935937;57,35390587427101;245,627238367519;191,366104204300;26,9707276771072;0;1,04412861316681e+06;209;5,04926337738037e+06
0000.13.1004;PE GUARIBA;71099,6900;Estadual;AM;Proteção Integral;2005;uc;28,16099179135392;349,803318154861;0,7897448551711694;243,423457212592410;160,12547258169812;269,109272826980543;47,606676749710857;153,84811789658244;237,212169369116;190,603304268733;25,5751056592435;0;1,24107588320732e+05;30;5,65798853874207e+05
0000.13.1006;PE RIO NEGRO SETOR SUL;77950,1000;Estadual;AM;Proteção Integral;1995;uc;37,15425195095634;360,544897140522;0,3168517898472453;44,725032462048013;69,48428003797153;64,925109467646834;44,083483479850273;70,38393532268216;226,098554545267;196,689832172076;26,4942366615911;0;1,89654766334534e+05;65;1,58678012084961e+06
0000.13.1007;PE RIO NEGRO SETOR NORTE;148115,2700;Estadual;AM;Proteção Integral;1995;uc;28,69824295644479;391,188906210730;0,2352545892177207;25,275420346421622;118,00642122429254;183,954123275725493;77,360075084417346;58,93567526397601;238,225372042907;216,696770534215;26,4123707065674;0;3,16751213157654e+05;104;2,28974835205078e+06
0000.13.1008;PE SERRA DO ARACÁ;1872735,3400;Estadual;AM;Proteção Integral;1990;uc;62,93213934651165;315,941388508701;1,7605073427421514;202,380143057631045;68,59147360451333;352,036990447786025;234,128461531736491;247,70748181936895;244,712226650742;186,977202697134;26,0384990657478;2;3,98567716716766e+06;541;1,14868586818695e+07
0000.13.1009;PE SUCUNDURI;796055,9900;Estadual;AM;Proteção Integral;2005;uc;23,16834667125396;340,986410149794;0,7209370270257244;46,176467433800433;113,38242619397769;437,819724108760340;132,730608845554087;192,86417579056095;237,033422003070;169,798344624850;25,8827625028180;0;1,89883296788788e+06;567;1,33706816864014e+07
0000.13.1010;PE SUMAÚMA;52,6200;Estadual;AM;Proteção Integral;2003;uc;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0,00000000000000e+00;0;0,00000000000000e+00
0000.13.1011;RB MORRO DOS SEIS LAGOS;38287,3600;Estadual;AM;Proteção Integral;1990;uc;41,62387546273165;420,172127184018;0,4219315260746793;63,955202935585987;8,24846302785307;776,887271378391461;21,893986389002443;97,62663002901300;338,073530566785;244,022137506372;26,4359590446610;0;9,28811329040527e+04;19;4,52280841064453e+05
0000.15.1021;PE DA SERRA DOS MARTÍRIOS/ANDORINHAS;25031,5000;Estadual;PA;Proteção Integral;1996;uc;99,16648713654163;345,770754346661;3,0743355103567533;17,101273888466405;28,10639843660243;110,998865703507960;9,761203656009600;323,26924950094786;288,038632022633;133,103022796032;25,2120188021192;14;6,37669628143311e+03;17;4,44392679214478e+04
0000.15.1022;PE DO UTINGA;1397,6600;Estadual;PA;Proteção Integral;1993;uc;93,91066741943359;398,526846749442;0,1222503629646131;11,347672871180944;12,47867706843785;1,859854783330645;2,379529442105974;19,91554450988770;376,337990897042;226,245688302176;26,5294156755720;0;7,39841682434082e+02;0;0,00000000000000e+00
